pair,harle_hit,abs_dd_all_lineages,abs_dd_matched_lineages
ABCC3|ATP5PB,0,0.17377241533474524,0.06800197119622409
ABL1|ABL2,0,0.15713620788991173,0.09331681789092641
ABT1|LGALS9,0,0.008805873387330299,0.008805873387330299
ABTB2|BTBD11,0,,
ACACA|ACACB,0,0.1690824684720646,0.15287712987874896
ACTL6A|ACTL6B,0,0.1832981337489552,
ADAM19|NHLRC1,0,0.1350415277315387,0.06716754895397123
ADAP1|ADAP2,0,0.015046383964796989,
ADARB1|ADARB2,0,0.1938841925766034,0.09035980519700956
ADM|RAMP2,0,,
ADSS|ADSSL1,1,,
AFG3L2|LONP1,0,0.4968867936834932,0.09917113192666305
AHCYL1|AHCYL2,1,0.1445825188398182,
AKIRIN1|AKIRIN2,1,,
ALAS1|ALAS2,0,0.18440032603860237,0.18440032603860237
ALAS1|SPTLC2,0,0.16365736326878508,
ALDOA|RSPH1,0,0.343651724731022,
ALDOC|PKM,1,0.20328752988226884,
ALG14|TSTD1,0,,
ANAPC4|PTTG1,1,,
ANXA1|PCGF1,0,,
AOX1|XDH,0,0.08289304972630443,0.06747311817130835
AP1G1|AP1G2,0,0.11015205816113663,0.11015205816113663
AP2A1|AP2A2,1,0.0947511091937269,0.07018869627355387
AP3M1|AP5M1,0,0.15982783990809338,0.0019901923856644535
APH1A|APH1B,0,0.006900661778939332,
APOBEC3C|PDCD6IP,0,0.05270478684870629,0.016321055335132027
ARFGEF1|ARFGEF2,1,0.4590446916267951,0.14203624007306911
ARFIP1|ARFIP2,0,0.02599237788693179,0.02599237788693179
ARHGEF3|NET1,0,0.12152279725315697,0.09014825921004191
ARHGEF6|ARHGEF7,0,0.05168246767463208,0.014221955456100777
ARID1A|ARID1B,1,0.7588957673251515,0.3224261481021624
ARID4A|DZIP3,0,0.2285928648204164,0.2285928648204164
ARPC5|ARPC5L,1,,
ARSJ|PCGF1,0,0.21451069313346324,0.21451069313346324
ASCL1|SP110,0,0.09302613666888034,
ASCL1|TAP1,0,0.10956153990868589,0.10956153990868589
ASF1A|ASF1B,1,,
ASF1B|HASPIN,0,0.12558012883770764,
ATAD2|ATAD2B,0,0.10429636173034128,0.05079225928050754
ATM|MDM4,0,0.1723823523928808,0.0953498884249295
ATP5F1A|GBP3,0,0.06961157619354684,
ATP5F1A|S100A6,0,0.07801571720377443,
ATP5F1B|EPHA2,0,0.2835661655077225,0.2835661655077225
ATP5F1B|LIF,0,0.06511624902527044,
ATP5F1B|SAMD9,1,0.27968245389261803,0.1566141593110404
ATP5F1D|HRH1,0,0.33454317151874613,0.33454317151874613
ATP5PB|S100A6,0,,
ATP6V1B1|ATP6V1B2,0,0.24376174703688025,
ATP6V1C1|ATP6V1C2,0,0.11562042769804048,
ATP6V1C2|ATP6V1D,0,0.12991640335805366,
ATP6V1E1|ATP6V1E2,1,,
ATP7A|ATP7B,0,0.10116970950580975,0.0591962514397404
ATP8B3|MYBL2,0,0.43471204028454297,0.27388013294692665
AXL|PCGF1,0,0.09892793278220796,0.019391301996627502
BATF3|STX4,0,0.7530326782818113,
BCAP31|NXT1,0,1.2898855664941147,
BECN1|BECN2,0,0.020473350083013986,0.020473350083013986
BICD1|BICD2,0,0.08873247683437663,0.049903902680025675
BRD8|TRRAP,0,0.3045046746487279,0.13965237494538885
BRSK1|BRSK2,0,0.08463175641301365,0.057596340469252
BUB1B|BUB3,0,0.6850192269067106,
BUB1B|SKA1,0,0.21993244369991538,
BZW1|BZW2,1,0.07441359334101902,
CAB39|CAB39L,1,0.08990420492319835,
CADPS|CADPS2,0,0.2165942642538891,0.03239262892544419
CAND1|CAND2,0,0.15784884031150648,0.07531581457495201
CAP1|CAP2,0,0.14087976937078084,0.14087976937078084
CAPN2|LDB1,0,0.32985489473398794,0.32985489473398794
CASP4|PCGF1,0,0.04891552076753639,
CAT|SOD1,1,,
CAV1|PCGF1,0,,
CAVIN1|PCGF1,0,,
CBLL1|CBLL2,0,0.06186040738106873,
CCND1|CCND3,0,0.3208258057010006,
CCND1|CCNE1,0,0.550380775370678,
CCNE1|CCNE2,1,0.45912673780125607,
CCNL1|CCNL2,1,0.5378741973103592,
CCNT1|CCNT2,1,0.14715557980806845,0.14715557980806845
CCT6A|CCT6B,0,0.24126676796730084,0.050488545555755104
CD163L1|SLCO2B1,0,0.1354670656464097,0.07199523635872977
CD44|MRPL55,0,,
CD72|FCRL3,0,0.06752082899754655,0.045536881383906457
CDC34|RNF10,0,0.05689121165686474,
CDIPT|IRF6,0,0.4061512043522316,
CDIPT|PCDH1,0,0.43980477766315607,0.16997408435895633
CDIPT|TSTD1,0,,
CDK16|CDK17,0,0.13179981073400748,
CDK19|THRAP3,0,0.07238815184372414,0.03283911993158059
CDK2|CDK7,0,0.2812514613426418,
CDK5R1|CDK5R2,0,0.11127710091143775,
CDK19|CDK8,1,0.07387675586902225,
CDNF|MANF,0,,
CDS1|CDS2,1,0.15980436995617026,
CEACAM1|WDR12,0,0.07427870466543873,
CFL1|PFN1,0,,
CHM|CHML,1,0.11432339711016468,
CHMP1A|CHMP1B,1,0.1504157644720351,
CHORDC1|ITGB1BP2,1,0.28451759653170017,
CHSY1|CHSY3,0,0.2629912437839732,0.049486909171998716
CHUK|IKBKB,1,0.11394407246240193,0.11394407246240193
CHUK|TANK,0,0.05619203153907834,0.02058655810596706
CKAP5|KIF11,0,0.31706439870158976,0.31706439870158976
CKAP5|TACC3,0,0.49500402680103683,0.11165580155062504
CLASP1|CLASP2,1,,
CLDN4|TIMM10,0,0.2918405260982957,
CLIP4|SPDEF,0,0.02688403976215592,0.02688403976215592
CLNS1A|SNRPD3,0,,
CLTB|CLTC,0,0.10459701927144699,0.03467683231512797
CLTC|CLTCL1,0,0.5043810082323641,0.0802920855519962
CNOT6|CNOT6L,0,0.1436539200396365,
CNOT7|CNOT8,1,,
COPG1|COPG2,1,0.2764447555177403,
COPS7A|COPS7B,1,0.1319481303927802,
COPZ1|COPZ2,0,,
COQ10A|COQ10B,1,,
COX4I1|COX4I2,0,0.13031968187178397,0.13031968187178397
COX6B1|COX6B2,0,,
COX6B1|CTSZ,0,0.02805573317364407,0.02805573317364407
CPS1|ZNF407,0,0.16152874967369857,0.16152874967369857
CREBBP|EP300,1,0.9717775817213439,0.5449803959101216
CRK|CRKL,1,,
CRY1|CRY2,0,0.18174173485787554,
CSTF2|CSTF2T,1,0.16738187358102108,0.16738187358102108
CTPS1|CTPS2,1,0.2684505008921838,0.010019682229212443
CTR9|PAF1,1,0.2738516608821374,0.028552615899302247
CWF19L1|RBM22,0,0.3882028249868983,
CYFIP1|CYFIP2,0,0.11931974290416239,0.031481977271043265
CYP26C1|NSDHL,0,0.22928994756473378,
CYP2A6|CYP2C8,0,0.020529946504836638,0.0017010577727846546
DBT|OGDHL,0,0.13480525965312365,0.0444169102354474
DDI1|DDI2,0,0.0534307105924921,0.0534307105924921
DDX39A|DDX39B,1,0.549129524634601,
DDX17|DDX5,1,0.14047371007718235,
DEGS1|DEGS2,0,0.0773048090819203,
DENND5A|DENND5B,0,0.12328435141195929,0.02495378034857801
DGAT1|MOGAT2,0,0.019176829026267647,
DGAT1|SOAT1,0,0.14121540657542347,
DGKI|DGKZ,0,0.16210530718412072,0.09781287888826634
DHX29|DHX9,1,0.5933767937318086,0.2833735657660382
DLL1|DLL4,0,0.04453834936953246,0.04453834936953246
DMD|UTRN,0,0.13062932432258495,0.059124281071313574
DMXL1|DMXL2,1,0.203668988597475,0.10167379275195974
DNAJC15|DNAJC19,1,,
DST|MACF1,0,0.2502146370825563,0.08841064142792139
DUOX1|DUOX2,0,0.09079538248577268,0.050714084673251836
DUSP10|MRPL27,1,0.015207580938500831,
DUSP10|MTG2,0,0.18160305375333763,
DUSP10|TAMM41,0,0.3697074655728824,
DUSP10|TIMM10,0,0.6091151187505838,
DUSP10|TUFM,0,0.14370768017660826,0.037910284322379154
DYNC1LI1|DYNC1LI2,1,0.04867450021513035,0.02058693600123368
DYNLRB1|DYNLRB2,0,,
DYNLT1|DYNLT3,0,,
DZIP1L|STX4,0,0.38047803224150484,0.38047803224150484
E2F3|E2F4,1,0.10653825807633216,0.005864828696211535
E2F3|RB1,0,0.7965065319419418,0.30331001814548686
EAF1|EAF2,1,0.015089247362415181,
EEFSEC|IFIH1,0,0.2993579083081477,0.03923928727808662
EEFSEC|SP110,0,0.1813951532971843,
EFNB1|EPHA3,0,0.09071975277341225,0.059312175295345604
EFR3A|EFR3B,1,0.2858615608993449,0.05031637171857334
EIF3J|EIF3L,1,0.14896612196447778,0.14896612196447778
ELL|ELL2,1,0.19822562441027802,0.13877134980726002
ENOX1|ENOX2,0,0.15830081172283442,0.02022658610833225
EPC1|EPC2,1,0.26973558634939016,0.26973558634939016
EPHA2|PCGF1,0,0.1199655331055595,0.11607394849922054
EPS15|EPS15L1,0,0.08415711013232363,0.0053999642506231404
ERC1|ERC2,0,0.09158699114984388,0.06858859490059399
ERN1|ERN2,0,0.1648682248594545,0.1648682248594545
ERO1A|ERO1B,0,0.04259058671675982,
ESRP1|ESRP2,0,0.22125327226684977,0.1309420006900704
EXOC6|EXOC6B,1,0.13532785920192034,0.013329596151912811
EZH1|EZH2,0,0.23181326605309882,0.08847366546587747
FAM126A|FAM126B,0,,
FAM50A|FAM50B,1,0.43541182406255735,
FANCF|FANCM,0,0.18791613895884657,0.1047270245353385
FARS2|GSDMD,0,0.3976141504746694,0.025898754325566875
FBLN1|PLXDC1,0,0.15655226322455082,
FDPS|MT2A,0,,
FDPS|TAP1,0,0.3380685667937515,0.22695312808338608
FEZ1|FEZ2,0,0.11936234679226503,
FKBP4|FKBP5,1,0.0469925897453945,
FKBP10|FKBP9,0,0.06842298896374244,0.024449910372330408
FLNB|FLNC,0,0.09838818744230525,0.02709208691824848
FLOT1|FLOT2,0,0.044651410220976906,
FNIP1|FNIP2,0,0.3062877358171256,0.3062877358171256
FOSL1|PCGF1,0,0.050037689056877284,
FOXA1|GSTP1,0,,
FOXA1|MAP4K4,0,0.20847850347848032,0.12247486346192973
FOXK1|FOXK2,1,0.25287334155771557,0.25287334155771557
FRS2|FRS3,0,0.10634165820114559,0.10634165820114559
FRY|FRYL,0,0.12930794029733075,0.0747017722017638
FSD1|FSD1L,0,0.04468870170536782,
G3BP1|G3BP2,1,0.1419719445892146,
GABPB1|GABPB2,0,0.09845217960485564,0.09845217960485564
GALNT2|GALNT5,0,0.14680523493505054,0.10805800440926795
GAPDH|RSPH1,0,0.3370223244337096,0.1080301129146678
GATAD2A|NCOR2,0,0.17657090687841137,0.11527455681884274
GBX1|GBX2,0,0.0992959485234099,0.020122409078791204
GDF15|TP53,0,0.08447458854792778,0.054475467608295025
GDI1|GDI2,1,0.05782742185838863,0.003861155821072812
GDI2|RHOBTB2,0,0.037548609676932757,
GFM1|TGFBR2,0,0.3719929678336681,
GIT1|GIT2,1,0.1260607386173034,0.1260607386173034
GLIS3|PCGF1,0,0.23858359183242434,0.058528565195806063
GMPR|GMPR2,0,,
GNB3|KLF5,0,0.3723780568291474,0.06478402320968957
GOLPH3|GOLPH3L,1,,
GOLT1A|GOLT1B,0,0.09127186269378268,
GPR183|MTA3,0,0.043736136285368904,0.017346238847598214
GPSM1|GPSM2,0,0.10005006008740704,
GRHL2|GRHL3,0,0.0847084928406065,0.0847084928406065
GRIP1|GRIP2,0,0.07625628931461381,0.004417199667094353
GSTP1|SPDEF,0,0.052980695131045114,
GTF3C1|SNAPC4,0,0.26848931450962,0.12074704173033113
GXYLT1|GXYLT2,0,0.1144365243751322,0.1144365243751322
GYS1|GYS2,0,0.0996255115336905,0.05954360265026716
H2AFX|MCPH1,0,,
HACD1|HACD2,0,0.24757813668954953,0.01910126011074161
HEATR5A|HEATR5B,0,0.16868790142916898,0.028325622486602614
HMG20B|MTA1,0,0.07011356638983082,0.013680297445471737
HMGCL|HMGCLL1,0,0.0815563684748632,0.05277781129466109
HMGCS1|HMGCS2,0,0.17361252829331075,0.022585052566412245
HMSD|SERPINA11,0,0.0810717141116443,0.004537440889787192
HMSD|SERPINA12,0,0.017888821894110063,0.017888821894110063
HMSD|SERPINA9,0,0.10320981903671511,0.05498121514925658
HNRNPF|HNRNPH1,1,0.3292941418969606,
HNRNPH1|HNRNPH3,1,0.564758982410089,
HPS1|MYCN,0,0.07179226234649584,
HSCB|TSTD1,0,,
HUS1|HUS1B,0,0.09393396275055405,
ICK|MAK,0,,
IDH1|IDH2,0,0.05711639063890561,
IDH3B|IDH3G,1,0.30907090087390415,
IKBKE|TBK1,0,0.07831079976981968,
IL10RA|IL6R,0,0.09091874669314372,
IL6ST|PCGF1,0,0.3097422860432896,
ILF3|SFPQ,0,0.30792429887753436,0.26815254740986283
IMPDH1|IMPDH2,1,0.30663823680839386,
INCENP|ZWILCH,1,0.29266147317256075,0.026711302696771744
INTS2|VMP1,0,0.2638601437738646,0.2638601437738646
INTS6|INTS6L,1,0.6686980195948126,0.34946691088083476
IPO5|RANBP6,0,0.2811922024313007,0.11001821714034668
IPO7|IPO8,0,0.3846773235275178,0.3846773235275178
IQCA1|IQCA1L,0,0.07463909130002758,0.06338003878595067
IRF4|IRF8,0,0.8173171933547065,0.31300623784027276
ISCA2|PLAU,0,0.13628936629100286,
ISL1|YBX3,0,0.018823308030799207,0.00041688077694923553
ITSN1|ITSN2,0,0.11784952682969929,0.11782876275624998
JAG1|JAG2,0,0.11421599981987617,0.11421599981987617
KAT6A|KAT6B,0,0.16115594880889775,0.1444055975857539
KCNMB3|WRN,0,0.07801539283216045,0.05764605897846513
KCNT1|KCNT2,0,0.11293294591052692,0.11293294591052692
KHSRP|TNPO1,1,0.3227569934613621,0.13269812214595633
KIAA0319|KIAA0319L,0,0.04344266575199399,0.013525821526031167
KIF20A|SKA1,0,0.3273878887045269,0.08237808920325562
KIF20A|KIF4A,1,0.3621399769003164,0.24026094671406273
KLF4|MRPL55,0,0.20029524210094968,0.20029524210094968
KLF4|MTG2,0,0.08657810274126126,0.013462439751486865
KLF5|OSBPL6,0,0.3399690773967816,0.21050647013137014
KPNA2|KPNA3,0,0.11792601263489497,0.08374939208196253
L3MBTL2|MBTD1,0,0.14034824006813723,
LARP1|LARP1B,0,0.23243591261917593,0.23243591261917593
LATS1|LATS2,1,0.15584540234880243,0.128271101075702
LDB1|LDB2,0,0.1866299929479529,0.1866299929479529
LIMK1|LIMK2,0,0.08293570060461646,0.023252638031676567
LIN28A|LIN28B,0,0.0612452754410317,0.0046785721233752395
LMBR1|LMBR1L,0,0.009678094853206448,
LNX1|LNX2,0,0.06981556599677567,0.016169569521436354
LRBA|NBEA,0,0.12138091235837171,0.04180151023798466
LRFN1|TTC7A,0,0.48327560688280535,0.12347751474888365
LSM14A|LSM14B,0,0.07724033145228082,0.07724033145228082
MAPK8IP3|SPAG9,0,0.17645753312563478,0.06743907725533463
MARCKS|XPR1,0,0.10739947127758759,0.10739947127758759
MAT1A|MAT2A,1,0.2397851918345495,
MBP|MRPL38,0,0.0919940021302289,
MECOM|PRDM16,0,0.4472693650585319,0.13702548529244113
MED12|MED12L,0,0.3505899399924526,0.0763257753417681
MED13|MED13L,1,0.14824942703808164,0.1290778271672178
MED18|MED20,0,0.45325940811029125,
MED18|MED31,1,0.06817305001241203,
MED23|THRAP3,1,0.5698717994115285,0.5698717994115285
MED26|MED8,1,0.29317526134871474,
MMD|MMD2,0,0.14142486472476018,0.14142486472476018
MORF4L1|MORF4L2,0,0.10985268803219272,
MPC1|MPC1L,0,,
MRPL41|PLEK2,0,,
MRPL55|QSOX1,0,0.228987243331081,
MRPL55|RUNX1,0,0.24263665346206453,0.24263665346206453
MRPL55|SOX9,0,0.08448887918412673,0.08448887918412673
MRPL55|TGFBR2,0,0.2196205212685789,
MTG2|RUNX1,0,0.28663032765557317,0.28663032765557317
MTHFD1|TBC1D9,0,0.28602687037882074,0.029591310990927322
MTMR3|MTMR4,1,0.11955878630300482,0.11955878630300482
MTX1|TOMM22,0,0.1403705765868557,
MYBPH|MYBPHL,0,0.1882309899944437,0.1882309899944437
MYC|MYCN,0,0.1439167107036292,
MYD88|TIRAP,0,0.08484496329906377,
MYH7|MYL7,0,0.0470794676614472,0.029380678927099238
NAA10|NAA11,1,0.43397200022609594,0.43397200022609594
NAA15|NAA16,1,0.2468959868604934,0.2468959868604934
NAPA|NAPB,0,,
NAT8L|TTC7A,0,0.4636994956290993,
NBEAL1|NBEAL2,0,0.08285527051729302,0.0595798179653001
NCBP2|NCBP2L,1,,
NCK1|NCK2,0,0.1907223611524722,
NCKAP1|NCKAP1L,1,0.29395721078133813,0.11527531057094548
NDE1|NDEL1,1,0.31298115258602766,
NDUFB4|NDUFC1,0,,
NETO1|NETO2,0,0.08838639792659697,0.08838639792659697
NKAP|NKAPL,1,0.08438230781907019,
NMT1|NMT2,1,0.20033758838581972,
NR5A1|NR5A2,0,0.04326879202109817,0.008202684059681817
NRBP1|NRBP2,1,0.09394391913066427,
NUMB|NUMBL,0,0.14771523137508025,
NXT1|NXT2,1,,
OSMR|PCGF1,0,0.14616602823698413,0.14616602823698413
PACS1|PACS2,0,0.09690558797638335,0.04889950079468916
PAPSS1|PAPSS2,1,0.12574859490187093,0.020895875546562356
PCBD1|PCBD2,0,,
PCGF1|PSMB8,0,0.2661599399104595,
PCGF1|SAMD9,0,0.30689194990007745,0.11486549438084435
PCGF1|TIMP2,0,,
PCGF1|UBASH3B,0,0.1028978975750891,
